brightness,contrast,colorfulness,sharpness,saturation,texture_noise,image_path
0.49277866,0.25757715,0.34243676,21353.928,0.49001506,0.110761814,10346758803.jpg
0.70937306,0.27021292,0.26302782,2369.7097,0.29136238,0.0143677,10346796664.jpg
0.46575975,0.21132456,0.35250318,2931.9158,0.48606205,0.013469046,10349956885.jpg
0.18313676,0.20892428,0.16768157,398.679,0.83765376,0.002398537,10350497833.jpg
0.36720932,0.2615472,0.22411153,504.20694,0.45538753,0.0045804353,10351189716.jpg
0.20088828,0.16959001,0.20790601,723.4965,0.7701919,0.008041634,10353620913.jpg
0.5802565,0.11859613,0.10243045,976.1831,0.16301484,0.016324032,10358252894.jpg
0.39175382,0.21810912,0.23119351,6024.442,0.5724098,0.056807052,10362672006.jpg
0.4659336,0.19636726,0.233246,686.6569,0.60499346,0.015621314,10366373284.jpg
0.72704244,0.32287574,0.06965388,40.11939,0.111709975,0.002046237,1036840624.jpg
0.11288025,0.1380821,0.31756097,598.4513,0.89630675,0.0062622353,10371125786.jpg
0.44963005,0.3056229,0.16544914,2100.0654,0.48983145,0.013871083,10371211803.jpg
0.4787543,0.3538513,0.10289339,10745.517,0.25039905,0.037796192,10372323314.jpg
0.3537937,0.261514,0.39246103,207.67078,0.62362206,0.004113086,10373546175.jpg
0.49228895,0.20148245,0.25603124,206.75227,0.5369219,0.0074719135,10375167904.jpg
0.30844072,0.20132299,0.42719212,59.962086,0.82953626,0.0040635313,10382843045.jpg
0.72142535,0.13813294,0.06082643,540.27234,0.054650918,0.0022279804,10387390396.jpg
0.13337407,0.11612979,0.14166555,670.88,0.8317818,0.004554532,10387844376.jpg
0.5532282,0.09217929,0.26866147,184.29512,0.4692747,0.0058707623,10388184626.jpg
0.38630792,0.14185418,0.17940748,127.21726,0.6210341,0.004040954,10395523125.jpg
0.5081031,0.28537104,0.3835157,753.7949,0.75066537,0.012334066,10397166423.jpg
0.48213872,0.17206961,0.25160545,233.55432,0.48744375,0.007850556,10397631976.jpg
0.6049685,0.37477055,0.11460636,3364.7988,0.20713912,0.008416499,10399580503.jpg
0.7196324,0.17424424,0.1701647,446.19604,0.40992692,0.008476524,10403509543.jpg
0.76270455,0.33767283,0.033399127,115.60434,0.04988874,0.0017884952,10407720764.jpg
0.59622484,0.23646452,0.16337484,39.812862,0.30747104,0.0035919691,10408374535.jpg
0.5623976,0.23101567,0.5996604,928.8979,0.72861433,0.012643471,10408474376.jpg
0.2682087,0.17206398,0.39023054,797.5969,0.61084616,0.014818618,10409059825.jpg
0.42636105,0.13332066,0.33950692,586.9381,0.63632375,0.0023856324,10410038143.jpg
0.56735,0.24994688,0.22954252,877.51434,0.41959652,0.0119367335,10412894895.jpg
0.32075766,0.29768372,0.17350462,5074.607,0.44504532,0.030688306,10414716033.jpg
0.20637274,0.06637919,0.21029997,16.581522,0.89724076,0.0016235308,10415628976.jpg
0.2687278,0.089619696,0.27544838,26.248299,0.9882001,0.001825489,10415631353.jpg
0.2766178,0.22419468,0.28797412,1840.0688,0.7233356,0.0138860615,104219737.jpg
0.39852262,0.16925003,0.12206216,2066.9219,0.26694834,0.01020173,10422425365.jpg
0.50561607,0.32894877,0.118245184,1677.5006,0.24946247,0.024404127,10422776735.jpg
0.32477883,0.2546395,0.11414379,1249.1337,0.32456073,0.006162819,10423472445.jpg
0.34681997,0.2625771,0.1573506,5184.4604,0.41230342,0.04732247,10429780626.jpg
0.47615504,0.31713992,0.14260277,5180.077,0.25220147,0.03757244,10430002553.jpg
0.77564806,0.316408,0.1401056,123.25836,0.13235009,0.0024487283,10430335945.jpg
0.07578377,0.09913118,0.26399508,73.48884,0.6505082,0.002183721,10440370734.jpg
0.66767937,0.082372755,0.15654393,34.07521,0.2625146,0.0026664275,10442628686.jpg
0.32872307,0.2016209,0.18871945,851.9971,0.342425,0.0053951005,10446770756.jpg
0.35410547,0.23649162,0.3185447,1412.5839,0.5141422,0.012600568,10446810546.jpg
0.5901383,0.142819,0.19503148,917.4067,0.25699604,0.0099948505,10451177016.jpg
0.78866434,0.17242007,0.15592957,845.72406,0.3090787,0.011188815,10453950204.jpg
0.36167493,0.2924394,0.28102648,496.40384,0.8080355,0.0073359287,10458591.jpg
0.2895032,0.058657914,0.15507743,94.73139,0.82642514,0.0055569718,10458703674.jpg
0.43852928,0.22851938,0.23613353,2449.9478,0.24993645,0.029296653,10459022813.jpg
0.63954645,0.07346496,0.106343895,49.0781,0.2752751,0.0019444017,10463545414.jpg
0.6084979,0.3066512,0.35405225,1768.4022,0.2982573,0.014195113,10463583515.jpg
0.66210675,0.329232,0.10151645,1702.1445,0.14014766,0.0044414685,10464940425.jpg
0.41320053,0.27652732,0.3513129,1902.849,0.74462533,0.012579649,10465121613.jpg
0.3594921,0.2589704,0.16400751,4708.824,0.28140935,0.021874143,10465293055.jpg
0.36393747,0.23552896,0.15132365,2198.575,0.55094445,0.030682208,10466350116.jpg
0.074847884,0.09536021,0.099084646,47.97461,0.8901132,0.0023324254,10466453556.jpg
0.6992535,0.12896988,0.3666421,183.95872,0.3996288,0.009677028,10468110795.jpg
0.43396798,0.27716547,0.18849415,3339.9148,0.3886527,0.018879665,10468540574.jpg
0.5193284,0.37260243,0.18832314,1524.1906,0.29684123,0.0072108386,10469774844.jpg
0.34005573,0.19693565,0.13736829,621.5801,0.39938593,0.022433104,10471406506.jpg
0.47699782,0.32831287,0.18120246,4654.638,0.316022,0.028021095,10474002734.jpg
0.29765862,0.37085333,0.07433999,1033.1864,0.34563798,0.007360776,10475435053.jpg
0.80887794,0.12728138,0.12811828,382.81506,0.12900731,0.0027954916,10475658035.jpg
0.046499684,0.121656045,0.18417667,254.53273,0.25065154,0.003954614,10481974434.jpg
0.72433466,0.23974445,0.2754596,1828.933,0.34648743,0.024294946,10486107003.jpg
0.06809422,0.07154244,0.22775155,245.84082,0.68728626,0.0039781313,10490369963.jpg
0.53692204,0.07317502,0.13359705,127.260956,0.37686396,0.0030649314,10491358066.jpg
0.25619796,0.21478651,0.1377956,2649.0593,0.45794404,0.026267495,10491423125.jpg
0.15102135,0.20293692,0.015950685,1410.1747,0.13882758,0.008857601,10492897986.jpg
0.19910865,0.10343043,0.43333724,936.1972,0.69370115,0.0038985186,10505275743.jpg
0.0626082,0.070581555,0.26719898,42.82515,0.85880667,0.0025104326,10506082433.jpg
0.6325973,0.23830488,0.34191257,716.0372,0.49258402,0.011551397,10512432565.jpg
0.16615115,0.19571778,0.38440478,448.07788,0.56488484,0.0015717793,10513907744.jpg
0.24132712,0.18680657,0.21183084,4406.9937,0.69555867,0.031456295,10516786036.jpg
0.16486385,0.11431465,0.03734613,98.44422,0.20658997,0.0057313037,10517436165.jpg
0.11435732,0.09933679,0.0546927,107.37212,0.28989023,0.0015646212,10520192995.jpg
0.39015803,0.20091577,0.383279,634.47406,0.5818567,0.008535466,10525460645.jpg
0.39227724,0.28263485,0.23793598,357.56772,0.42373538,0.011477448,10526881085.jpg
0.56645435,0.36705962,0.20323092,569.79535,0.219983,0.0071414737,10530470795.jpg
0.4401623,0.26295727,0.25993547,6904.3594,0.7077467,0.06396535,10532663625.jpg
0.6709079,0.32053953,0.056682605,5920.5757,0.14741787,0.021284983,10534454676.jpg
0.13469468,0.14821817,0.38972425,112.66535,0.8581924,0.004016556,10535849673.jpg
0.2323392,0.13889602,0.17222449,223.17912,0.48486283,0.006819001,10536668436.jpg
0.12237101,0.18027444,0.30755138,801.7258,0.79501307,0.0027196938,10538085833.jpg
0.575651,0.2655424,0.31405318,702.63574,0.45835602,0.003987866,10539008983.jpg
0.58541566,0.3197746,0.28288788,2215.344,0.30787328,0.011101605,10539142034.jpg
0.5083503,0.29409418,0.3005278,5733.6704,0.37199828,0.03404296,10539341593.jpg
0.09437034,0.10415164,0.37203407,67.82978,0.7766822,0.0030332976,10544775715.jpg
0.20136863,0.13649778,0.46685988,232.148,0.8014905,0.0042948737,10544833625.jpg
0.24602056,0.06842049,0.081279725,90.004585,0.2683832,0.006096072,10544945153.jpg
0.2027859,0.20661351,0.19898188,192.03888,0.65826845,0.009710426,10554234623.jpg
0.14111896,0.20640767,0.13998291,5441.1157,0.5268744,0.007912159,10556629035.jpg
0.66554284,0.29667863,0.098366275,223.64815,0.16362257,0.0049774423,10558118243.jpg
0.50552434,0.23599818,0.30790552,264.49243,0.64598405,0.011650426,105620456.jpg
0.787364,0.06743158,0.02541976,175.36772,0.027600098,0.008737347,10567114974.jpg
0.10820862,0.11211302,0.17512164,241.47021,0.75245667,0.003192554,10567188645.jpg
0.4078009,0.2730742,0.14830917,3934.791,0.42337057,0.02958708,10568567754.jpg
0.6463473,0.36305392,0.30182752,2308.1013,0.31474903,0.009144586,10569725133.jpg
0.16719322,0.07538601,0.030216536,126.14984,0.15192474,0.005545909,1057328504.jpg
0.08025011,0.12564379,0.1016923,189.40588,0.8320449,0.0024015554,10574233584.jpg
0.37162843,0.1674486,0.21438973,44.33069,0.80993783,0.003226648,10575593285.jpg
0.46990922,0.30639812,0.3188085,1724.102,0.553523,0.01949578,10576676414.jpg
0.14392461,0.18833162,0.20546208,336.3983,0.76539075,0.003506162,10579282866.jpg
0.4898808,0.21771872,0.26820207,121.500496,0.6913568,0.0037126907,1057997640.jpg
0.45857587,0.3154139,0.26512235,421.55545,0.44954482,0.004106635,10581525775.jpg
0.15362833,0.1879218,0.18255565,341.03076,0.8690188,0.0030574626,10582113466.jpg
0.13874947,0.08533714,0.0717039,2418.97,0.45171714,0.015660683,10583786994.jpg
0.3719715,0.3586748,0.15200742,237.71315,0.24455243,0.0016432338,10586872235.jpg
0.121644706,0.082871184,0.07252811,353.6992,0.514739,0.0038056583,10589450596.jpg
0.47426686,0.19936122,0.14667076,110.79907,0.53185517,0.007628107,1059399148.jpg
0.3314081,0.24906455,0.3782125,1916.2155,0.6060156,0.01582503,10597114264.jpg
0.094260424,0.09229212,0.032079466,15.549637,0.1537152,0.002774566,10602786066.jpg
0.3656892,0.31868973,0.111033544,5602.469,0.2425884,0.01873478,10603218265.jpg
0.45800483,0.3523955,0.09621122,3334.8752,0.23935391,0.020459818,10604417276.jpg
0.26906574,0.33134532,0.2936259,1708.2173,0.6808447,0.0057650083,10605846204.jpg
0.47062114,0.36339447,0.10272689,2236.942,0.3192319,0.019035328,10609356094.jpg
0.41366744,0.3235032,0.15746707,3503.4373,0.3650893,0.02634641,10614052044.jpg
0.74826175,0.38679892,0.0080564255,261.56454,0.033485502,0.0,10615424764.jpg
0.07438038,0.16790871,0.33625653,40.558273,0.57912827,0.0012351705,10617981003.jpg
0.2944936,0.20285745,0.309223,213.64568,0.6709278,0.0055019357,10619909515.jpg
0.67517895,0.08736568,0.24592835,25.642328,0.5167535,0.001594899,10620203775.jpg
0.3671366,0.28245166,0.15692645,842.0528,0.5610435,0.018783761,10620356404.jpg
0.62681884,0.1142523,0.15407492,113.07795,0.54224014,0.0034967505,1062133952.jpg
0.71148753,0.17520122,0.21310276,137.64435,0.47669598,0.0042189974,10625988224.jpg
0.34635034,0.23869011,0.35955378,428.48947,0.59961414,0.006213085,10628337356.jpg
0.045982018,0.11613042,0.102013946,1752.7743,0.6756555,0.0038181571,10628497685.jpg
0.502984,0.2785227,0.20685135,4569.3413,0.31217915,0.021745397,10628645805.jpg
0.54736936,0.281737,0.2686974,6252.838,0.43894732,0.036701344,10631219374.jpg
0.15282291,0.120115526,0.24236903,27.188238,0.8030693,0.0040270803,10631630073.jpg
0.43493935,0.24813136,0.32223618,162.48213,0.43714163,0.0077544097,1063351510.jpg
0.14009936,0.1290366,0.27643755,295.75598,0.84221643,0.0037313504,10633933603.jpg
0.4433703,0.2087736,0.14364277,1941.6704,0.3424849,0.033984855,10635160054.jpg
0.5554876,0.36430636,0.05477039,335.5438,0.15399787,0.0075839334,1063722220.jpg
0.284887,0.24389194,0.28687423,2210.661,0.68971467,0.014045171,10642085843.jpg
0.54172343,0.14141154,0.12533139,101.935234,0.31745476,0.0055479473,10644234544.jpg
0.08900818,0.06882182,0.17930739,42.344334,0.7672666,0.0040399157,106456452.jpg
0.4611988,0.11245767,0.26793277,317.68814,0.86777,0.0022251527,10660362264.jpg
0.46157494,0.37245256,0.25348532,156.87158,0.6564197,0.0064966194,10660571735.jpg
0.41626415,0.14532764,0.2285636,215.4117,0.7369864,0.0037985337,10660620125.jpg
0.54917985,0.31774616,0.3470377,1185.2325,0.60571885,0.011634075,106652866.jpg
0.45309344,0.22857848,0.17495555,3716.1775,0.4546172,0.02985858,10665464526.jpg
0.60863066,0.39370972,0.17267245,555.90936,0.2677395,0.0023876454,10676427864.jpg
0.063834414,0.1196956,0.07202721,32.284035,0.49035007,0.0019760602,1067765170.jpg
0.5427887,0.12575386,0.19043088,1071.3965,0.54898405,0.011274755,10678199353.jpg
0.12741165,0.22993974,0.11794122,6165.217,0.66960275,0.002768351,10678350303.jpg
0.044361696,0.068951905,0.12344291,31.189722,0.55691236,0.0016921806,10679134563.jpg
0.120768756,0.16424431,0.21129197,44.087795,0.39569187,0.0006925355,10680153225.jpg
0.6670906,0.10015253,0.15206945,1026.3871,0.31202337,0.019492576,10680502673.jpg
0.15022117,0.20269036,0.17666975,70.31539,0.50625926,0.002053423,10680715605.jpg
0.69234985,0.16812502,0.0069981026,982.88086,0.0010106904,0.019193355,10680932454.jpg
0.4431914,0.12942065,0.18988432,1303.8002,0.43049687,0.027435545,10683218616.jpg
0.20288505,0.2562136,0.044765323,567.1955,0.05233336,0.0052248617,10686332213.jpg
0.5249593,0.1735366,0.26194146,1369.0679,0.3567369,0.015120743,10689376076.jpg
0.5634238,0.14860786,0.1971623,1574.8969,0.35366347,0.013129085,10689538413.jpg
0.5396884,0.22373909,0.31978393,2527.3696,0.5233532,0.027321957,10689722684.jpg
0.2657048,0.28453678,0.18044321,3416.6296,0.5422298,0.022212869,10690294454.jpg
0.5853775,0.25862628,0.30702156,525.42535,0.63657963,0.0073217507,10692654005.jpg
0.29660815,0.23136187,0.17562185,10256.463,0.4197361,0.06878647,10692667386.jpg
0.35553208,0.23606296,0.49997127,923.7967,0.76445335,0.009891833,10692857705.jpg
0.48365209,0.39151016,0.0,5001.568,0.0,0.024569005,10693826785.jpg
0.4818115,0.33983016,0.13298364,2366.1426,0.22759336,0.010417479,10694350076.jpg
0.6833376,0.26150045,0.26859593,194.17204,0.3986204,0.0039548157,10698962263.jpg
0.67788976,0.08240531,0.08775671,217.45032,0.134813,0.001674962,10705911926.jpg
0.6258446,0.17123415,0.3212894,807.3874,0.367592,0.0029545573,10706770686.jpg
0.5666848,0.18521199,0.32882133,386.70056,0.5190937,0.0040536574,10713772814.jpg
0.6064581,0.2186724,0.085017845,3546.3943,0.13851446,0.039095968,10714662986.jpg
0.15060617,0.061578218,0.0,193.36974,0.0,0.004824209,10715577856.jpg
0.24092329,0.27252528,0.31314597,2901.8518,0.75636226,0.009592285,10721124556.jpg
0.5054082,0.3118501,0.14179237,2099.3782,0.2628205,0.016531844,10723077086.jpg
0.6186591,0.06950998,0.15661386,156.17503,0.40404645,0.002044613,10724461514.jpg
