image_name,brisque,niqe,piqe,maniqa,hyperiqa,MOS,mean_luminance,std_luminance,entropy_luminance,colorfulness,mean_saturation,laplacian_variance,tenengrad,canny_edge_ratio,noise_std_estimate,rms_contrast,percentile_contrast,image_path,best_method,best_method_label,best_method_error
10027582235.jpg,8.27276611328125,2.5886206646672467,22.75336456298828,0.6284705996513367,0.7611108422279358,3.82242990654206,0.6329199,0.10503434,6.6734166,0.2566041,0.29337785,313.65424,47.33464,0.14464314,0.0093382625,0.10503434,0.24313724,10027582235.jpg,maniqa,3,0.024787312963753028
10029841663.jpg,21.23260498046875,3.201845080274483,46.8075065612793,0.5445353984832764,0.6991503834724426,3.46268656716418,0.4354149,0.27287892,7.6020308,0.23823069,0.47180226,1657.061,92.45918,0.14001465,0.013051144,0.27287892,0.6745098,10029841663.jpg,maniqa,3,0.07163085810587866
10031298826.jpg,-2.33306884765625,2.7938865935745514,21.270523071289062,0.381444364786148,0.5201631784439087,2.87704918032787,0.1903307,0.28322846,6.410657,0.0052993814,0.007933553,997.94244,49.598442,0.08539327,0.0084771495,0.28322846,0.6666667,10031298826.jpg,hyperiqa,4,0.02137358410382717
10031913154.jpg,10.99017333984375,3.763163410389156,34.4614372253418,0.5243387222290039,0.7094806432723999,3.48507462686567,0.6194562,0.2114405,6.92081,0.18678331,0.37921727,3197.4282,93.782875,0.2260081,0.025814379,0.2114405,0.5686275,10031913154.jpg,maniqa,3,0.026047851481047157
10039534103.jpg,60.11346435546875,11.453000846497002,39.61166763305664,0.5566428303718567,0.6052632331848145,3.69158878504673,0.7096843,0.10994807,5.8976626,0.20130649,0.3158068,51.55901,5.5773396,0.003957113,0.0012810093,0.10994807,0.26274508,10039534103.jpg,maniqa,3,0.11213638787048907
10041870415.jpg,11.90447998046875,2.253304347516166,28.10397148132324,0.4680230617523193,0.6797311902046204,3.45192307692308,0.3525379,0.24821086,7.5997024,0.112014525,0.23711853,1786.688,102.80285,0.19811504,0.020482114,0.24821086,0.5882353,10041870415.jpg,hyperiqa,4,0.0399064804682876
10043785683.jpg,8.46893310546875,2.9007626710764884,29.92563247680664,0.4981208145618438,0.6712881326675415,3.56603773584906,0.41655672,0.26189482,7.8155956,0.15800995,0.30590644,4050.1628,135.16676,0.3055471,0.043752845,0.26189482,0.68235296,10043785683.jpg,hyperiqa,4,0.10560649971624869
10047832035.jpg,18.76434326171875,2.966875392352053,28.496065139770508,0.5841182470321655,0.7070310711860657,3.65346534653465,0.374068,0.2694004,7.6427965,0.07892343,0.20743713,387.82834,49.938396,0.08694458,0.008225531,0.2694004,0.7176471,10047832035.jpg,maniqa,3,0.028411922446433646
10048365153.jpg,11.21014404296875,2.7095423114322466,28.900390625,0.4171422719955444,0.6167457699775696,3.07920792079208,0.44490907,0.3108674,7.177131,0.23983218,0.4107722,2988.103,83.21297,0.13437907,0.014357139,0.3108674,0.8862745,10048365153.jpg,maniqa,3,0.019795928645939487
10050349236.jpg,32.05340576171875,5.167428274200016,37.24720764160156,0.2418207675218582,0.3825938403606415,2.20588235294118,0.40975335,0.3760175,7.0375648,0.13979258,0.5275228,68.72591,21.896275,0.01890564,0.002761385,0.3760175,0.9019608,10050349236.jpg,hyperiqa,4,0.18094301285904457
10058760545.jpg,5.98907470703125,6.4950909195493445,3.5744519233703613,0.1367129683494568,0.2556572258472442,1.62,0.17206411,0.11222556,6.568983,0.32772285,0.8849803,53.487045,16.711372,0.0101674395,0.0061664255,0.11222556,0.25490198,10058760545.jpg,hyperiqa,4,0.2947692907987354
10059344614.jpg,11.93255615234375,2.733323720213972,30.417510986328125,0.5765806436538696,0.6829299926757812,3.5,0.67385906,0.3398271,6.7740993,0.1388596,0.18255708,1499.346,82.57065,0.17103577,0.012676202,0.3398271,0.9137255,10059344614.jpg,hyperiqa,4,0.0037253696834302907
10061596254.jpg,11.80242919921875,4.588520900667773,21.954774856567383,0.4906942248344421,0.567805826663971,3.1588785046729,0.62732565,0.27522838,5.5023737,0.43626994,0.43505916,158.47409,23.143917,0.019724527,0.0037641576,0.27522838,0.572549,10061596254.jpg,niqe,1,0.0031307837135634564
10067457634.jpg,17.14617919921875,2.515981600677866,42.2676887512207,0.5741633772850037,0.728114902973175,3.92660550458716,0.34991154,0.2790109,7.7356467,0.18175553,0.58016247,2068.0154,88.42833,0.15768433,0.015078166,0.2790109,0.7921569,10067457634.jpg,hyperiqa,4,0.2548449979493652
10068507976.jpg,15.88079833984375,3.5928413416692546,36.98665618896485,0.4069260060787201,0.5564743280410767,3.1,0.17131382,0.16703348,6.777606,0.22928016,0.69139063,1027.515,76.00817,0.15546672,0.011001736,0.16703348,0.36862746,10068507976.jpg,hyperiqa,4,0.06654213302252066
10068778516.jpg,21.53778076171875,5.036326833906824,52.393096923828125,0.657085657119751,0.7638572454452515,3.68421052631579,0.487082,0.27397227,7.4960136,0.1260368,0.20469046,4832.5137,98.559044,0.22397359,0.025980933,0.27397227,0.827451,10068778516.jpg,hyperiqa,4,0.12046978414225462
10069534975.jpg,7.81463623046875,3.1150459474523826,32.10123825073242,0.5367852449417114,0.7746677994728088,3.67592592592593,0.4673508,0.20206533,7.494837,0.4791489,0.557846,2614.8757,91.10388,0.188502,0.022506949,0.20206533,0.5882353,10069534975.jpg,hyperiqa,4,0.16895702994221162
10071864114.jpg,23.85272216796875,4.332791826589807,31.8084659576416,0.5488938689231873,0.7098498344421387,3.74107142857143,0.6337365,0.11100442,6.653221,0.13121471,0.19414325,210.12744,24.110697,0.02335612,0.004633673,0.11100442,0.2352941,10071864114.jpg,hyperiqa,4,0.13723566211554905
10075168775.jpg,29.51995849609375,4.902896803757288,24.540437698364254,0.5792409181594849,0.7397469878196716,3.72277227722772,0.7091367,0.36599773,4.001932,0.5233665,0.3721002,402.9943,23.485073,0.020090738,0.00041518363,0.36599773,0.77254903,10075168775.jpg,hyperiqa,4,0.0077539892336879745
10077468576.jpg,9.29583740234375,3.256439353783824,41.20845031738281,0.549573540687561,0.7419493794441223,3.66037735849057,0.5037819,0.33514604,7.6755686,0.40662488,0.5357024,1196.6531,83.97806,0.12700908,0.009541099,0.33514604,0.84705883,10077468576.jpg,hyperiqa,4,0.06283125622550179
10077880165.jpg,36.87762451171875,5.1495127264393314,15.638507843017578,0.2426636964082718,0.3062579035758972,2.19444444444444,0.6028276,0.13522549,7.079133,0.10377409,0.24777265,217.84032,67.468346,0.21490479,0.01418283,0.13522549,0.3372549,10077880165.jpg,hyperiqa,4,0.0914996818752476
10079711433.jpg,26.75360107421875,4.358355496660411,54.343223571777344,0.478918969631195,0.6255070567131042,3.12878787878788,0.20073545,0.2181332,6.477598,0.29767781,0.7137612,210.22577,24.70992,0.036641438,0.002351367,0.2181332,0.56078434,10079711433.jpg,brisque,0,0.002722687114015798
10082923485.jpg,12.11859130859375,3.7758001399844416,28.16439819335937,0.3741490244865417,0.5711334347724915,2.95192307692308,0.14021981,0.17597604,5.931365,0.29711094,0.62758845,288.98434,38.58272,0.08696493,0.0047980407,0.17597604,0.4392157,10082923485.jpg,maniqa,3,0.05278446366785605
10086300493.jpg,11.64056396484375,3.4682261609739395,34.66090774536133,0.5203412175178528,0.6585197448730469,3.51456310679612,0.5829513,0.3301855,7.3939695,0.08781154,0.15833052,10865.417,228.43805,0.29412332,0.077574074,0.3301855,0.8392157,10086300493.jpg,maniqa,3,0.07043852243706139
100882570.jpg,7.67156982421875,2.7831528899930005,24.472543716430664,0.5746906399726868,0.6706729531288147,3.41414141414141,0.65282947,0.37109342,6.925911,0.058386166,0.11621112,1069.1158,53.94999,0.12490845,0.014200945,0.37109342,0.9098039,100882570.jpg,hyperiqa,4,0.04400207200227646
10089027076.jpg,14.35247802734375,6.613081198038999,4.728200435638428,0.2054521590471267,0.2434735745191574,1.87037037037037,0.1094941,0.08805598,5.5264525,0.02658728,0.23076738,32.817287,15.3101635,0.00055440265,0.0059021944,0.08805598,0.098039225,10089027076.jpg,hyperiqa,4,0.0009100445788612355
10089177336.jpg,16.37786865234375,4.091448414893032,40.72984313964844,0.6237525939941406,0.7279577255249023,3.73267326732673,0.7565548,0.21577764,6.8927245,0.07854467,0.09750484,4305.5737,95.46218,0.13466899,0.004979508,0.21577764,0.5372549,10089177336.jpg,hyperiqa,4,0.0614972773754312
10091520555.jpg,21.90789794921875,5.644367459668648,13.05975341796875,0.2529435157775879,0.3591654002666473,2.30188679245283,0.19869566,0.07847356,6.178821,0.2832377,0.83674735,100.037056,14.670703,0.017720541,0.003937407,0.07847356,0.21568629,10091520555.jpg,hyperiqa,4,0.002187883558474546
10093057603.jpg,37.76800537109375,4.253624813463215,52.39223861694336,0.4760985076427459,0.6009372472763062,3.38235294117647,0.35712782,0.18882543,7.406068,0.34244043,0.5767408,160.56604,32.987537,0.053304035,0.0033841757,0.18882543,0.50980395,10093057603.jpg,maniqa,3,0.10315957308547974
10094235786.jpg,13.67852783203125,3.020758062798466,47.184547424316406,0.5343693494796753,0.673916757106781,3.27,0.47800323,0.22451156,7.3046865,0.32216305,0.5960534,4286.5913,112.63392,0.2907003,0.044398602,0.22451156,0.62352943,10094235786.jpg,niqe,1,0.012395327717403148
10110458216.jpg,16.41717529296875,3.4323451940826275,23.52850151062012,0.5775862336158752,0.6934711933135986,3.37,0.79200053,0.27743605,6.637697,0.0,0.0,480.37817,43.401627,0.05430603,0.004268893,0.27743605,0.78431374,10110458216.jpg,niqe,1,0.12085365860274733
10111411235.jpg,42.34295654296875,5.836020911207815,32.73762893676758,0.139604315161705,0.351105272769928,1.69911504424779,0.8267253,0.15610646,6.847534,0.17692609,0.26277635,554.305,80.2922,0.17506409,0.018152535,0.15610646,0.34509802,10111411235.jpg,maniqa,3,0.3256706126133422
10113730664.jpg,21.62371826171875,2.799095669830657,39.23376083374024,0.4821543991565704,0.6629252433776855,3.47286821705426,0.4882292,0.20195946,6.775121,0.39775214,0.55802566,527.03394,55.9138,0.08622233,0.007685614,0.20195946,0.53333336,10113730664.jpg,hyperiqa,4,0.043537169854128255
10115071674.jpg,7.65667724609375,2.507044238097317,18.35615539550781,0.4866896569728851,0.6782568097114563,3.73394495412844,0.26585123,0.2550531,7.3192263,0.081803545,0.38218448,2029.3085,70.078224,0.17574565,0.017726416,0.2550531,0.6509804,10115071674.jpg,hyperiqa,4,0.24759837161654108
10118773964.jpg,20.30889892578125,4.408073189627079,43.89259719848633,0.4204887747764587,0.5717484354972839,3.03960396039604,0.64307433,0.24140763,5.958623,0.13726431,0.25264138,212.51636,19.496342,0.045959473,0.0020188976,0.24140763,0.62352943,10118773964.jpg,maniqa,3,0.03228337007044191
10121813934.jpg,11.91217041015625,2.134776336768088,21.21055603027344,0.4276051819324493,0.6712300181388855,3.35238095238095,0.33331522,0.22095543,7.630625,0.13416795,0.54883695,2105.91,97.00436,0.23809306,0.02624094,0.22095543,0.54509807,10121813934.jpg,niqe,1,0.0015860840941543941
10125013364.jpg,26.22406005859375,4.674239711933802,34.67549133300781,0.1932490915060043,0.302546739578247,2.19083969465649,0.09382922,0.17172405,4.7147236,0.48418984,0.47313684,653.56445,40.66185,0.057907104,0.002956125,0.17172405,0.28627452,10125013364.jpg,maniqa,3,0.033926890901596174
10126177964.jpg,70.37188720703125,5.232414333729653,37.559757232666016,0.5576210021972656,0.6787471771240234,3.59633027522936,0.069071166,0.15598553,3.9148653,0.026036806,0.16704798,233.66866,15.672349,0.024551392,0.0,0.15598553,0.1882353,10126177964.jpg,maniqa,3,0.013231377435519498
10126857344.jpg,0.09478759765625,3.263067745828855,30.19412422180176,0.6332935690879822,0.7509700059890747,3.51754385964912,0.53187,0.22769254,7.737521,0.20514864,0.30888975,2924.8274,109.51643,0.18574016,0.015554683,0.22769254,0.6117647,10126857344.jpg,brisque,0,0.19668268198640737
10130566006.jpg,27.90130615234375,2.796140343103752,37.50818634033203,0.5320846438407898,0.7412118315696716,3.68867924528302,0.5442907,0.33099803,7.0604033,0.12721372,0.26488936,4102.233,119.93053,0.23749797,0.032754306,0.33099803,0.9098039,10130566006.jpg,hyperiqa,4,0.03178655203498604
10131980434.jpg,50.21868896484375,9.940453089030797,40.20386505126953,0.4715053141117096,0.6247978210449219,3.19259259259259,0.6110789,0.06213059,5.681642,0.12565869,0.3245649,19.430971,5.9136457,0.0015157064,0.0016567579,0.06213059,0.15294117,10131980434.jpg,piqe,2,0.010501904116759775
10133867305.jpg,8.85333251953125,3.476804561962731,21.688594818115234,0.4798875749111175,0.5662935972213745,3.19047619047619,0.30375412,0.21158583,7.407124,0.263777,0.84108317,1010.568,73.01167,0.16998291,0.016026441,0.21158583,0.50980395,10133867305.jpg,niqe,1,0.05507861755646015
10134737015.jpg,34.81866455078125,3.253844857031488,51.68253326416016,0.3713076710700989,0.5880456566810608,3.00934579439252,0.8145256,0.25471035,5.037177,0.09380086,0.08496445,1213.5681,77.93899,0.124923706,0.0050627086,0.25471035,0.54117644,10134737015.jpg,brisque,0,0.0648807252963084
10140071304.jpg,50.76824951171875,5.587010289930239,38.15661239624024,0.3518800139427185,0.5457492470741272,3.27184466019417,0.73279434,0.3825502,4.0617247,0.09059084,0.15239528,653.04205,32.274727,0.084996544,0.0,0.3825502,0.8901961,10140071304.jpg,piqe,2,0.0804695941601068
10147970884.jpg,41.58624267578125,3.9780272435947217,48.57836532592773,0.6157664656639099,0.7578876614570618,3.81081081081081,0.35558763,0.26210943,7.722628,0.1574748,0.35187265,3641.6138,133.59291,0.21588643,0.029770276,0.26210943,0.7254902,10147970884.jpg,maniqa,3,0.010952993025498348
10153847086.jpg,14.52130126953125,3.792763807692857,28.13739776611328,0.4657487869262695,0.6719051003456116,3.1651376146789,0.5482326,0.36661792,6.397348,0.071203746,0.20425902,1648.3878,63.71896,0.15644328,0.010309276,0.36661792,0.8901961,10153847086.jpg,piqe,2,0.031117214171894947
10154367094.jpg,31.42620849609375,3.6936489144885463,48.63069915771485,0.4647862911224365,0.681109607219696,3.58119658119658,0.7878442,0.17595093,6.9389834,0.26743186,0.27207676,288.613,38.84843,0.06244914,0.004372717,0.17595093,0.372549,10154367094.jpg,hyperiqa,4,0.08424092107790804
10154991453.jpg,8.63592529296875,5.138150670239685,32.625770568847656,0.6438024640083313,0.7972274422645569,3.57142857142857,0.30809668,0.25574544,7.345236,0.20098864,0.5262859,1665.7559,54.438934,0.1717987,0.017108722,0.25574544,0.64705884,10154991453.jpg,brisque,0,0.31123287121340537
10155925686.jpg,-0.46405029296875,2.867950743953487,23.4135856628418,0.4534072577953338,0.5310822129249573,2.97087378640777,0.41461244,0.16154888,7.3360734,0.39534074,0.734245,461.9605,38.37435,0.09197489,0.0049256245,0.16154888,0.427451,10155925686.jpg,hyperiqa,4,0.03184495587222447
101601008.jpg,18.36663818359375,2.866991361618635,30.332534790039062,0.4753552079200744,0.638876736164093,3.32,0.55369556,0.36907578,7.3343925,0.0,0.0,6149.943,122.97335,0.19977315,0.024743313,0.36907578,0.9372549,101601008.jpg,hyperiqa,4,0.019898664207946837
10164654253.jpg,18.82830810546875,2.9618755323874923,25.66704368591309,0.4553025662899017,0.5335405468940735,2.97,0.4709494,0.17364714,7.4699783,0.23520714,0.68323755,347.9347,64.98246,0.13968913,0.014655233,0.17364714,0.46274513,10164654253.jpg,hyperiqa,4,0.02182903589682761
10164842933.jpg,12.49774169921875,2.903946657269728,32.22480392456055,0.5514249205589294,0.7091450095176697,3.83185840707965,0.38446698,0.2877744,7.673233,0.15533088,0.523705,5531.999,117.04009,0.24736531,0.033573724,0.2877744,0.7294118,10164842933.jpg,hyperiqa,4,0.23064376683454357
10169304416.jpg,5.32440185546875,2.841147526282014,30.048778533935547,0.6378625631332397,0.7988383173942566,3.97142857142857,0.4916626,0.24586001,7.624658,0.26777065,0.37787443,3814.298,91.86753,0.14702861,0.013610326,0.24586001,0.74509805,10169304416.jpg,hyperiqa,4,0.03665949511763422
10173544123.jpg,25.11578369140625,3.907592353711415,41.87107849121094,0.3988083899021148,0.5963283181190491,3.34351145038168,0.7825265,0.23832472,6.96477,0.08731593,0.12647404,516.368,42.95745,0.09543864,0.0031593987,0.23832472,0.54117644,10173544123.jpg,piqe,2,0.1308730450187987
10177270623.jpg,24.66973876953125,3.694274322861906,31.25649642944336,0.5165966153144836,0.6135460734367371,3.30392156862745,0.23940082,0.16651382,7.142185,0.15793331,0.5908909,484.11456,43.033283,0.05697632,0.0047329892,0.16651382,0.38039216,10177270623.jpg,hyperiqa,4,0.05822340968821882
10177793964.jpg,11.61785888671875,2.8103490617164484,40.764556884765625,0.4794295132160187,0.6243263483047485,3.4020618556701,0.29526582,0.27840453,7.1061835,0.29796818,0.70432216,1709.4779,92.37356,0.168396,0.011717808,0.27840453,0.7372549,10177793964.jpg,niqe,1,0.10266918895236099
10178112894.jpg,7.41131591796875,5.036818089903247,13.185787200927734,0.3178117871284485,0.4645898342132568,2.5377358490566,0.19990851,0.1256887,6.5046043,0.37675804,0.8416665,229.12767,18.56922,0.032267254,0.0036971844,0.1256887,0.32941177,10178112894.jpg,maniqa,3,0.15138468201326605
10178183416.jpg,-7.33526611328125,2.537372082383396,37.79941940307617,0.6009756326675415,0.755370020866394,3.74766355140187,0.37733963,0.17043741,7.2166314,0.40024403,0.69840574,1161.9729,53.02738,0.1471761,0.0066203154,0.17043741,0.45882356,10178183416.jpg,maniqa,3,0.0029440848295676503
10178914656.jpg,14.05047607421875,3.003746002707596,41.02771759033203,0.5847790241241455,0.713583767414093,3.50943396226415,0.5398213,0.27979073,7.1469526,0.22809845,0.38696644,2308.5981,79.93301,0.22743733,0.02368081,0.27979073,0.73725486,10178914656.jpg,hyperiqa,4,0.10828767746648582
10183769356.jpg,30.24603271484375,5.263584013645145,49.86788177490234,0.5074747800827026,0.6936285495758057,3.6,0.4135742,0.15281616,6.73584,0.23341185,0.66063577,2143.5054,76.93986,0.25274658,0.03309165,0.15281616,0.2627451,10183769356.jpg,hyperiqa,4,0.05648848352381286
10186643874.jpg,17.90618896484375,3.4846127345958022,31.30908966064453,0.3639302551746368,0.5373290181159973,2.88095238095238,0.7916847,0.1703407,6.9105635,0.37855032,0.4010737,375.14853,35.4562,0.07695007,0.003949248,0.1703407,0.44313723,10186643874.jpg,maniqa,3,0.019908044836440375
10186680555.jpg,29.42779541015625,3.310806145471438,55.79806518554688,0.4237749278545379,0.5998249053955078,3.06730769230769,0.35366395,0.31719983,7.535116,0.21904956,0.51952827,1494.006,87.44891,0.12046305,0.011664784,0.31719983,0.827451,10186680555.jpg,maniqa,3,0.01683000043408356
10186832194.jpg,42.33294677734375,4.056245523289351,51.67521667480469,0.3595983386039734,0.6241892576217651,3.1980198019802,0.4593841,0.28341094,7.69408,0.29322112,0.51676095,842.4717,66.332985,0.11368307,0.010260203,0.28341094,0.8392157,10186832194.jpg,niqe,1,0.0007263885517669877
10187102065.jpg,14.25408935546875,5.289784768489103,26.93249893188477,0.2586347460746765,0.4825195968151092,2.4392523364486,0.5047886,0.29151204,7.5148463,0.36307853,0.6742454,46.72391,24.257477,0.03164673,0.0035652649,0.29151204,0.7411765,10187102065.jpg,maniqa,3,0.029263684099736675
10187522803.jpg,20.11590576171875,5.321224925118528,34.77983474731445,0.5288161635398865,0.6689779758453369,3.5,0.63064396,0.15009737,5.04571,0.3450382,0.46630415,168.60728,17.383553,0.02831014,0.0024071503,0.15009737,0.38431373,10187522803.jpg,maniqa,3,0.02428189076043452
10191607755.jpg,36.35101318359375,4.576343186182848,46.7660026550293,0.7215389013290405,0.8233726024627686,4.0,0.26164266,0.24754325,7.381533,0.13242601,0.4227267,10427.041,159.19078,0.2583669,0.04633133,0.24754325,0.63529414,10191607755.jpg,hyperiqa,4,0.026007986036128194
10196228605.jpg,-8.38311767578125,40.96652645053176,17.553279876708984,0.5397725701332092,0.6590521931648254,3.33333333333333,0.6709213,0.3460719,6.1206822,0.0,0.0,3847.9346,89.347626,0.132075,0.0071478393,0.3460719,0.85490197,10196228605.jpg,brisque,0,0.047744198346300504
10203647273.jpg,6.87518310546875,3.1653019280091645,17.077558517456055,0.4923215210437774,0.6647595167160034,3.7196261682243,0.4394332,0.18273938,7.472855,0.1721411,0.54933727,902.5893,65.1041,0.18816121,0.020748356,0.18273938,0.48235297,10203647273.jpg,hyperiqa,4,0.28347376474422115
10205220286.jpg,32.36639404296875,4.887369304461063,34.12715148925781,0.1727499067783355,0.3415669500827789,2.10377358490566,0.47766063,0.2874606,6.8845243,0.059359565,0.14510572,82.14308,29.507942,0.044296265,0.0033542542,0.2874606,0.6862745,10205220286.jpg,maniqa,3,0.04457463751006108
10206674394.jpg,8.72210693359375,4.005001673116321,42.48403549194336,0.6735971570014954,0.781642735004425,3.88,0.5713215,0.18660595,6.6446047,0.30975232,0.41369903,1400.7046,53.29519,0.14864604,0.004265568,0.18660595,0.4392157,10206674394.jpg,hyperiqa,4,0.009178423481977394
10207172624.jpg,9.88726806640625,3.1652108969920123,24.14856719970703,0.4713492691516876,0.669888973236084,3.40594059405941,0.57047707,0.29109928,7.8467236,0.107475,0.20598517,5976.8486,165.1049,0.28174844,0.042974867,0.29109928,0.81960785,10207172624.jpg,hyperiqa,4,0.049287401762896366
10209014225.jpg,42.47589111328125,5.469359968802722,44.74822235107422,0.5597105026245117,0.6464411020278931,3.36538461538462,0.7300122,0.31522992,6.5840616,0.0,0.0,11654.797,153.8579,0.19539897,0.02092387,0.31522992,0.7921569,10209014225.jpg,hyperiqa,4,0.0026446624624973936
10209917915.jpg,31.22821044921875,6.611140231477639,32.47159194946289,0.3629204928874969,0.422494888305664,2.75490196078431,0.05279902,0.10292813,3.404071,0.02257847,0.5301473,46.965794,9.368568,0.004180908,0.0022054021,0.10292813,0.09803922,10209917915.jpg,maniqa,3,0.1023781094756333
10211880874.jpg,35.11322021484375,5.32697652019321,40.24089050292969,0.2495534420013427,0.3164664506912231,2.30841121495327,0.121234156,0.16239786,5.333421,0.41467425,0.9153505,26.604334,12.915493,0.014663696,0.0021962766,0.16239786,0.4117647,10211880874.jpg,maniqa,3,0.1262508547330321
10213881683.jpg,37.04876708984375,5.375646422654062,35.61017227172852,0.1334558725357055,0.3371179103851318,2.375,0.11889821,0.11978628,5.8620963,0.25943404,0.9275167,142.57622,23.124495,0.026875814,0.0027698893,0.11978628,0.21568629,10213881683.jpg,hyperiqa,4,0.15729202474603055
10218118033.jpg,24.01629638671875,3.33747451051621,42.02775192260742,0.5536884069442749,0.7188059687614441,3.79439252336449,0.44449112,0.2859546,7.870307,0.34210786,0.62655926,2929.5635,109.61608,0.16615295,0.018032823,0.2859546,0.7607843,10218118033.jpg,hyperiqa,4,0.15725038876444186
10221144393.jpg,39.14422607421875,4.210739464901812,31.182167053222656,0.072098009288311,0.2187112420797348,1.68181818181818,0.15824614,0.1110918,6.3878536,0.4150179,0.7933672,62.429077,24.663593,0.032485962,0.0042611277,0.1110918,0.24705884,10221144393.jpg,maniqa,3,0.09131252070373841
10224586444.jpg,33.02117919921875,4.779293380214063,27.77680778503418,0.2291039228439331,0.3766945302486419,2.46078431372549,0.1137064,0.08726416,5.974894,0.18550348,0.9098729,192.28287,18.502396,0.016367594,0.0029764068,0.08726416,0.1764706,10224586444.jpg,hyperiqa,4,0.0958974972347959
