image_name,brisque,niqe,piqe,maniqa,hyperiqa,MOS,brightness,contrast,colorfulness,sharpness,saturation,texture_noise,image_path,best_method,best_method_label,best_method_error
10154367094.jpg,31.42620849609375,3.6936489144885463,48.63069915771485,0.4647862911224365,0.681109607219696,3.58119658119658,0.7878442,0.17595093,0.26743186,288.613,0.27207676,0.004372717,10154367094.jpg,hyperiqa,4,0.08424092107790804
10154991453.jpg,8.63592529296875,5.138150670239685,32.625770568847656,0.6438024640083313,0.7972274422645569,3.57142857142857,0.30809668,0.25574544,0.20098864,1665.7559,0.5262859,0.017108722,10154991453.jpg,brisque,0,0.31123287121340537
10155925686.jpg,-0.46405029296875,2.867950743953487,23.4135856628418,0.4534072577953338,0.5310822129249573,2.97087378640777,0.41461244,0.16154888,0.39534074,461.9605,0.734245,0.0049256245,10155925686.jpg,hyperiqa,4,0.03184495587222447
101601008.jpg,18.36663818359375,2.866991361618635,30.332534790039062,0.4753552079200744,0.638876736164093,3.32,0.55369556,0.36907578,0.0,6149.943,0.0,0.024743313,101601008.jpg,hyperiqa,4,0.019898664207946837
10164654253.jpg,18.82830810546875,2.9618755323874923,25.66704368591309,0.4553025662899017,0.5335405468940735,2.97,0.4709494,0.17364714,0.23520714,347.9347,0.68323755,0.014655233,10164654253.jpg,hyperiqa,4,0.02182903589682761
10164842933.jpg,12.49774169921875,2.903946657269728,32.22480392456055,0.5514249205589294,0.7091450095176697,3.83185840707965,0.38446698,0.2877744,0.15533088,5531.999,0.523705,0.033573724,10164842933.jpg,hyperiqa,4,0.23064376683454357
10169304416.jpg,5.32440185546875,2.841147526282014,30.048778533935547,0.6378625631332397,0.7988383173942566,3.97142857142857,0.4916626,0.24586001,0.26777065,3814.298,0.37787443,0.013610326,10169304416.jpg,hyperiqa,4,0.03665949511763422
10173544123.jpg,25.11578369140625,3.907592353711415,41.87107849121094,0.3988083899021148,0.5963283181190491,3.34351145038168,0.7825265,0.23832472,0.08731593,516.368,0.12647404,0.0031593987,10173544123.jpg,piqe,2,0.1308730450187987
10177270623.jpg,24.66973876953125,3.694274322861906,31.25649642944336,0.5165966153144836,0.6135460734367371,3.30392156862745,0.23940082,0.16651382,0.15793331,484.11456,0.5908909,0.0047329892,10177270623.jpg,hyperiqa,4,0.05822340968821882
10177793964.jpg,11.61785888671875,2.8103490617164484,40.764556884765625,0.4794295132160187,0.6243263483047485,3.4020618556701,0.29526582,0.27840453,0.29796818,1709.4779,0.70432216,0.011717808,10177793964.jpg,niqe,1,0.10266918895236099
10178112894.jpg,7.41131591796875,5.036818089903247,13.185787200927734,0.3178117871284485,0.4645898342132568,2.5377358490566,0.19990851,0.1256887,0.37675804,229.12767,0.8416665,0.0036971844,10178112894.jpg,maniqa,3,0.15138468201326605
10178183416.jpg,-7.33526611328125,2.537372082383396,37.79941940307617,0.6009756326675415,0.755370020866394,3.74766355140187,0.37733963,0.17043741,0.40024403,1161.9729,0.69840574,0.0066203154,10178183416.jpg,maniqa,3,0.0029440848295676503
10178914656.jpg,14.05047607421875,3.003746002707596,41.02771759033203,0.5847790241241455,0.713583767414093,3.50943396226415,0.5398213,0.27979073,0.22809845,2308.5981,0.38696644,0.02368081,10178914656.jpg,hyperiqa,4,0.10828767746648582
10183769356.jpg,30.24603271484375,5.263584013645145,49.86788177490234,0.5074747800827026,0.6936285495758057,3.6,0.4135742,0.15281616,0.23341185,2143.5054,0.66063577,0.03309165,10183769356.jpg,hyperiqa,4,0.05648848352381286
10186643874.jpg,17.90618896484375,3.4846127345958022,31.30908966064453,0.3639302551746368,0.5373290181159973,2.88095238095238,0.7916847,0.1703407,0.37855032,375.14853,0.4010737,0.003949248,10186643874.jpg,maniqa,3,0.019908044836440375
10186680555.jpg,29.42779541015625,3.310806145471438,55.79806518554688,0.4237749278545379,0.5998249053955078,3.06730769230769,0.35366395,0.31719983,0.21904956,1494.006,0.51952827,0.011664784,10186680555.jpg,maniqa,3,0.01683000043408356
10186832194.jpg,42.33294677734375,4.056245523289351,51.67521667480469,0.3595983386039734,0.6241892576217651,3.1980198019802,0.4593841,0.28341094,0.29322112,842.4717,0.51676095,0.010260203,10186832194.jpg,niqe,1,0.0007263885517669877
10187102065.jpg,14.25408935546875,5.289784768489103,26.93249893188477,0.2586347460746765,0.4825195968151092,2.4392523364486,0.5047886,0.29151204,0.36307853,46.72391,0.6742454,0.0035652649,10187102065.jpg,maniqa,3,0.029263684099736675
10187522803.jpg,20.11590576171875,5.321224925118528,34.77983474731445,0.5288161635398865,0.6689779758453369,3.5,0.63064396,0.15009737,0.3450382,168.60728,0.46630415,0.0024071503,10187522803.jpg,maniqa,3,0.02428189076043452
10191607755.jpg,36.35101318359375,4.576343186182848,46.7660026550293,0.7215389013290405,0.8233726024627686,4.0,0.26164266,0.24754325,0.13242601,10427.041,0.4227267,0.04633133,10191607755.jpg,hyperiqa,4,0.026007986036128194
10196228605.jpg,-8.38311767578125,40.96652645053176,17.553279876708984,0.5397725701332092,0.6590521931648254,3.33333333333333,0.6709213,0.3460719,0.0,3847.9346,0.0,0.0071478393,10196228605.jpg,brisque,0,0.047744198346300504
10203647273.jpg,6.87518310546875,3.1653019280091645,17.077558517456055,0.4923215210437774,0.6647595167160034,3.7196261682243,0.4394332,0.18273938,0.1721411,902.5893,0.54933727,0.020748356,10203647273.jpg,hyperiqa,4,0.28347376474422115
10205220286.jpg,32.36639404296875,4.887369304461063,34.12715148925781,0.1727499067783355,0.3415669500827789,2.10377358490566,0.47766063,0.2874606,0.059359565,82.14308,0.14510572,0.0033542542,10205220286.jpg,maniqa,3,0.04457463751006108
10206674394.jpg,8.72210693359375,4.005001673116321,42.48403549194336,0.6735971570014954,0.781642735004425,3.88,0.5713215,0.18660595,0.30975232,1400.7046,0.41369903,0.004265568,10206674394.jpg,hyperiqa,4,0.009178423481977394
10207172624.jpg,9.88726806640625,3.1652108969920123,24.14856719970703,0.4713492691516876,0.669888973236084,3.40594059405941,0.57047707,0.29109928,0.107475,5976.8486,0.20598517,0.042974867,10207172624.jpg,hyperiqa,4,0.049287401762896366
10209014225.jpg,42.47589111328125,5.469359968802722,44.74822235107422,0.5597105026245117,0.6464411020278931,3.36538461538462,0.7300122,0.31522992,0.0,11654.797,0.0,0.02092387,10209014225.jpg,hyperiqa,4,0.0026446624624973936
10209917915.jpg,31.22821044921875,6.611140231477639,32.47159194946289,0.3629204928874969,0.422494888305664,2.75490196078431,0.05279902,0.10292813,0.02257847,46.965794,0.5301473,0.0022054021,10209917915.jpg,maniqa,3,0.1023781094756333
10211880874.jpg,35.11322021484375,5.32697652019321,40.24089050292969,0.2495534420013427,0.3164664506912231,2.30841121495327,0.121234156,0.16239786,0.41467425,26.604334,0.9153505,0.0021962766,10211880874.jpg,maniqa,3,0.1262508547330321
10213881683.jpg,37.04876708984375,5.375646422654062,35.61017227172852,0.1334558725357055,0.3371179103851318,2.375,0.11889821,0.11978628,0.25943404,142.57622,0.9275167,0.0027698893,10213881683.jpg,hyperiqa,4,0.15729202474603055
10218118033.jpg,24.01629638671875,3.33747451051621,42.02775192260742,0.5536884069442749,0.7188059687614441,3.79439252336449,0.44449112,0.2859546,0.34210786,2929.5635,0.62655926,0.018032823,10218118033.jpg,hyperiqa,4,0.15725038876444186
10221144393.jpg,39.14422607421875,4.210739464901812,31.182167053222656,0.072098009288311,0.2187112420797348,1.68181818181818,0.15824614,0.1110918,0.4150179,62.429077,0.7933672,0.0042611277,10221144393.jpg,maniqa,3,0.09131252070373841
10224586444.jpg,33.02117919921875,4.779293380214063,27.77680778503418,0.2291039228439331,0.3766945302486419,2.46078431372549,0.1137064,0.08726416,0.18550348,192.28287,0.9098729,0.0029764068,10224586444.jpg,hyperiqa,4,0.0958974972347959
10226277514.jpg,14.78997802734375,5.763170796677047,5.216343879699707,0.4135324954986572,0.4752655029296875,2.59433962264151,0.2842639,0.09190695,0.15294987,63.30667,0.63139063,0.005878031,10226277514.jpg,hyperiqa,4,0.13711618303537643
10226524916.jpg,34.02020263671875,7.137413607066507,21.240163803100582,0.0876203626394271,0.2693312764167785,1.82242990654206,0.4696685,0.17130749,0.27067244,22.04926,0.54902375,0.0043684086,10226524916.jpg,maniqa,3,0.008566162381900666
10227210045.jpg,20.29144287109375,2.285137987878008,29.73052215576172,0.434198796749115,0.6745676398277283,3.45631067961165,0.4973838,0.27772707,0.29406822,3092.922,0.3915685,0.03686136,10227210045.jpg,hyperiqa,4,0.016316496076597353
10241630856.jpg,29.06121826171875,3.747552849873352,42.54364776611328,0.4489165842533111,0.6520135402679443,3.33962264150943,0.21346466,0.17400661,0.11611782,6458.2856,0.46879846,0.04912325,10241630856.jpg,hyperiqa,4,0.04912960373263964
10241895785.jpg,8.98858642578125,3.000607063805528,21.104324340820312,0.5969527959823608,0.676917552947998,3.57281553398058,0.18387873,0.13312788,0.09038586,1396.7145,0.5240645,0.016722424,10241895785.jpg,hyperiqa,4,0.09144942375873555
10244314384.jpg,15.68023681640625,5.36873774885929,31.016010284423828,0.4061171412467956,0.5402339696884155,2.77669902912621,0.25572285,0.33327514,0.008423711,334.73752,0.0569985,0.0027526324,10244314384.jpg,hyperiqa,4,0.1963636567605862
10244715656.jpg,2.18353271484375,2.593327872711604,16.60504722595215,0.3987560272216797,0.5730944871902466,2.95412844036697,0.13261546,0.10100556,0.10373735,834.01886,0.51979697,0.008360105,10244715656.jpg,maniqa,3,0.03674196104668015
10246311914.jpg,2.24493408203125,3.839932237212483,37.58781051635742,0.5715725421905518,0.7228187322616577,3.85046728971963,0.49145925,0.13179637,0.29975742,633.8619,0.46966904,0.004238262,10246311914.jpg,hyperiqa,4,0.19840235766605296
10246318724.jpg,12.70208740234375,3.912961426788153,42.42273712158203,0.559995710849762,0.705388069152832,3.82075471698113,0.54228896,0.13661903,0.34937716,732.3023,0.52075154,0.0025132385,10246318724.jpg,maniqa,3,0.2288032062383052
10258169584.jpg,10.95892333984375,3.2770971069668238,18.217641830444336,0.4408379197120666,0.6330917477607727,3.14285714285714,0.41133365,0.24639912,0.27830195,525.92145,0.597643,0.010556104,10258169584.jpg,maniqa,3,0.00488922141896353
10260190424.jpg,17.11993408203125,2.479338701049189,27.19333267211914,0.425810694694519,0.6990395188331604,3.50925925925926,0.18304692,0.17457741,0.14140843,2985.7458,0.63969576,0.0306713,10260190424.jpg,hyperiqa,4,0.05437474842541157
1026198859.jpg,-8.14508056640625,4.206820154460818,33.46037673950195,0.5613266825675964,0.6878674030303955,3.58653846153846,0.37445077,0.3603501,0.16468842,6971.6577,0.42778367,0.018345585,1026198859.jpg,maniqa,3,0.010374743116436491
10262588616.jpg,30.37591552734375,3.4848005036752348,27.464542388916016,0.485773503780365,0.6399958729743958,3.25,0.6178091,0.36149928,0.30142945,415.64914,0.44530535,0.0018643386,10262588616.jpg,niqe,1,0.005091123135766651
10264804094.jpg,39.90679931640625,5.956579292519883,60.70619201660156,0.6443977952003479,0.7353646755218506,3.72641509433962,0.67312235,0.1722127,0.25852787,1841.6075,0.63089365,0.03258899,10264804094.jpg,hyperiqa,4,0.027693894074533265
10264984793.jpg,53.62225341796875,4.434369298757555,49.10483551025391,0.5237806439399719,0.6916386485099792,3.4950495049505,0.3691037,0.3603664,0.0,5421.485,0.0,0.028082335,10264984793.jpg,maniqa,3,0.0381031747113636
10265315316.jpg,13.16278076171875,4.320232291428817,58.2988395690918,0.5367081761360168,0.7180679440498352,3.31372549019608,0.66773087,0.18078792,0.267535,1933.3236,0.52872795,0.033274118,10265315316.jpg,piqe,2,0.007046905361731248
10265809113.jpg,24.24896240234375,3.3424183731028543,51.37406539916992,0.5277864933013916,0.7248685359954834,3.66990291262136,0.5355057,0.23630126,0.29714805,4350.301,0.31212592,0.04539444,10265809113.jpg,hyperiqa,4,0.010215102733656778
10273804555.jpg,15.76312255859375,2.293550829158421,23.29471778869629,0.5049154758453369,0.6568784713745117,3.50961538461538,0.50432575,0.2929101,0.2503089,4750.949,0.5426264,0.046436343,10273804555.jpg,hyperiqa,4,0.10277127287661525
10278246465.jpg,18.70867919921875,2.9728685156596204,30.623313903808597,0.6262405514717102,0.7177301049232483,3.53488372093023,0.38382033,0.25644708,0.13209294,3211.765,0.24960129,0.018397275,10278246465.jpg,hyperiqa,4,0.09825745569058109
10279904885.jpg,52.21331787109375,9.86175613114816,36.85906982421875,0.4431666433811188,0.4392429888248443,2.64077669902913,0.08965821,0.074156694,0.16364297,71.67976,0.5912235,0.002336858,10279904885.jpg,hyperiqa,4,0.043282608695009106
10280683815.jpg,39.91107177734375,4.601367954726128,61.92717742919922,0.5925658941268921,0.6942842602729797,3.7378640776699,0.6395835,0.112491824,0.081641525,214.29881,0.18009949,0.003443331,10280683815.jpg,maniqa,3,0.024495050750168446
10280835505.jpg,23.99859619140625,6.501753076077859,12.781323432922363,0.2203421741724014,0.3357090651988983,2.23,0.79938936,0.26008308,0.038760826,81.201454,0.06729818,0.004505006,10280835505.jpg,hyperiqa,4,0.01753128476133492
10283619534.jpg,13.46453857421875,2.8068421995823694,40.379695892333984,0.6131662726402283,0.7809432148933411,3.69,0.48356473,0.2784832,0.37936267,2239.7683,0.34640312,0.013679617,10283619534.jpg,maniqa,3,0.10016462767245082
