brightness,contrast,colorfulness,sharpness,saturation,texture_noise,image_path
0.6430742,0.24140765,0.13726431,212.51636,0.25264138,0.0020188976,10118773964.jpg
0.33331522,0.22095543,0.13416794,2105.91,0.54883695,0.02624094,10121813934.jpg
0.093829215,0.17172405,0.48418984,653.56445,0.47313684,0.002956125,10125013364.jpg
0.06907115,0.15598553,0.026036808,233.66866,0.16704798,0.0,10126177964.jpg
0.53186995,0.22769254,0.20514864,2924.8274,0.30888975,0.015554683,10126857344.jpg
0.5442907,0.330998,0.12721372,4102.233,0.26488936,0.032754306,10130566006.jpg
0.6110789,0.062130585,0.12565869,19.430971,0.3245649,0.0016567579,10131980434.jpg
0.30375418,0.21158585,0.263777,1010.568,0.84108317,0.016026441,10133867305.jpg
0.81452554,0.25471038,0.09380086,1213.5681,0.08496445,0.0050627086,10134737015.jpg
0.7327943,0.3825502,0.09059084,653.04205,0.15239528,0.0,10140071304.jpg
0.71552485,0.15811329,0.13793297,65.736,0.41717649,0.0015043198,1014369849.jpg
0.35558763,0.26210943,0.1574748,3641.6138,0.35187265,0.029770276,10147970884.jpg
0.38498768,0.23582849,0.21102566,46.82053,0.57139796,0.003435168,101484668.jpg
0.54823256,0.36661792,0.071203746,1648.3878,0.20425902,0.010309276,10153847086.jpg
0.7878442,0.17595093,0.26743186,288.613,0.27207676,0.004372717,10154367094.jpg
0.30809668,0.25574544,0.20098864,1665.7559,0.5262859,0.017108722,10154991453.jpg
0.41461244,0.16154888,0.39534074,461.9605,0.734245,0.0049256245,10155925686.jpg
0.5536955,0.36907578,0.0,6149.943,0.0,0.024743313,101601008.jpg
0.4709494,0.17364714,0.23520714,347.9347,0.68323755,0.014655233,10164654253.jpg
0.38446698,0.2877744,0.1553309,5531.999,0.523705,0.033573724,10164842933.jpg
0.4916626,0.24586001,0.26777062,3814.298,0.37787443,0.013610326,10169304416.jpg
0.7825265,0.2383247,0.08731593,516.368,0.12647404,0.0031593987,10173544123.jpg
0.74846846,0.21905388,0.34065732,4709.898,0.30919454,0.026556663,1017647143.jpg
0.23940079,0.1665138,0.1579333,484.11456,0.5908909,0.0047329892,10177270623.jpg
0.29526582,0.27840453,0.29796818,1709.4779,0.70432216,0.011717808,10177793964.jpg
0.19990851,0.1256887,0.37675804,229.12767,0.8416665,0.0036971844,10178112894.jpg
0.3773397,0.1704374,0.40024403,1161.9729,0.69840574,0.0066203154,10178183416.jpg
0.5398214,0.27979073,0.22809847,2308.5981,0.38696644,0.02368081,10178914656.jpg
0.41357422,0.15281616,0.23341185,2143.5054,0.66063577,0.03309165,10183769356.jpg
0.7916848,0.17034072,0.37855035,375.14853,0.4010737,0.003949248,10186643874.jpg
0.35366392,0.31719986,0.21904954,1494.006,0.51952827,0.011664784,10186680555.jpg
0.4593841,0.28341094,0.29322112,842.4717,0.51676095,0.010260203,10186832194.jpg
0.5047886,0.291512,0.3630785,46.72391,0.6742454,0.0035652649,10187102065.jpg
0.63064396,0.15009737,0.3450382,168.60728,0.46630415,0.0024071503,10187522803.jpg
0.2616427,0.24754325,0.132426,10427.041,0.4227267,0.04633133,10191607755.jpg
0.6709213,0.3460719,0.0,3847.9346,0.0,0.0071478393,10196228605.jpg
0.4394332,0.18273935,0.17214112,902.5893,0.54933727,0.020748356,10203647273.jpg
0.47766057,0.28746063,0.059359565,82.14308,0.14510572,0.0033542542,10205220286.jpg
0.57132155,0.18660593,0.30975235,1400.7046,0.41369903,0.004265568,10206674394.jpg
0.570477,0.29109928,0.107475,5976.8486,0.20598517,0.042974867,10207172624.jpg
0.73001224,0.3152299,0.0,11654.797,0.0,0.02092387,10209014225.jpg
0.052799027,0.10292813,0.022578474,46.965794,0.5301473,0.0022054021,10209917915.jpg
0.121234156,0.16239786,0.41467425,26.604334,0.9153505,0.0021962766,10211880874.jpg
0.118898205,0.11978628,0.25943404,142.57622,0.9275167,0.0027698893,10213881683.jpg
0.44449115,0.2859546,0.34210786,2929.5635,0.62655926,0.018032823,10218118033.jpg
0.15824614,0.1110918,0.41501793,62.429077,0.7933672,0.0042611277,10221144393.jpg
0.11370639,0.087264165,0.18550348,192.28287,0.9098729,0.0029764068,10224586444.jpg
0.2842639,0.09190695,0.15294987,63.30667,0.63139063,0.005878031,10226277514.jpg
0.46966848,0.17130749,0.2706724,22.04926,0.54902375,0.0043684086,10226524916.jpg
0.49738383,0.2777271,0.29406822,3092.922,0.3915685,0.03686136,10227210045.jpg
0.21346466,0.1740066,0.11611783,6458.2856,0.46879846,0.04912325,10241630856.jpg
0.18387873,0.13312788,0.090385854,1396.7145,0.5240645,0.016722424,10241895785.jpg
0.25572285,0.3332751,0.008423711,334.73752,0.0569985,0.0027526324,10244314384.jpg
0.13261546,0.10100556,0.10373734,834.01886,0.51979697,0.008360105,10244715656.jpg
0.49145925,0.13179637,0.29975745,633.8619,0.46966904,0.004238262,10246311914.jpg
0.54228884,0.13661902,0.34937716,732.3023,0.52075154,0.0025132385,10246318724.jpg
0.41133365,0.2463991,0.27830195,525.92145,0.597643,0.010556104,10258169584.jpg
0.18304694,0.17457741,0.14140843,2985.7458,0.63969576,0.0306713,10260190424.jpg
0.37445077,0.3603501,0.16468844,6971.6577,0.42778367,0.018345585,1026198859.jpg
0.61780906,0.36149922,0.30142945,415.64914,0.44530535,0.0018643386,10262588616.jpg
0.67312235,0.1722127,0.25852787,1841.6075,0.63089365,0.03258899,10264804094.jpg
0.36910367,0.3603664,0.0,5421.485,0.0,0.028082335,10264984793.jpg
0.66773087,0.18078792,0.26753503,1933.3236,0.52872795,0.033274118,10265315316.jpg
0.5355057,0.23630124,0.29714805,4350.301,0.31212592,0.04539444,10265809113.jpg
0.5043257,0.29291016,0.2503089,4750.949,0.5426264,0.046436343,10273804555.jpg
0.38382038,0.25644708,0.13209294,3211.765,0.24960129,0.018397275,10278246465.jpg
0.46388224,0.36172846,0.05886217,3607.6975,0.19299981,0.008281674,1027833701.jpg
0.08965821,0.074156694,0.16364297,71.67976,0.5912235,0.002336858,10279904885.jpg
0.6395834,0.112491824,0.081641525,214.29881,0.18009949,0.003443331,10280683815.jpg
0.7993893,0.2600831,0.038760822,81.201454,0.06729818,0.004505006,10280835505.jpg
0.09693605,0.073042974,0.07844333,1080.7728,0.31920603,0.010747629,102825508.jpg
0.48356476,0.27848318,0.37936267,2239.7683,0.34640312,0.013679617,10283619534.jpg
0.15757702,0.12727474,0.097626224,351.3406,0.48741964,0.011208014,10287677265.jpg
0.3723441,0.22218433,0.3519847,319.3836,0.8310596,0.00824557,10289468185.jpg
0.44983235,0.17103302,0.13644248,1249.4166,0.30901796,0.02626131,10290759976.jpg
0.4675745,0.39383605,0.34681192,3667.425,0.503657,0.019148322,1029470257.jpg
0.21591496,0.14051841,0.14067373,235.94785,0.3928141,0.009817558,10295875445.jpg
0.20486562,0.31073692,0.24326578,1558.2018,0.79538447,0.0018296479,10296038236.jpg
0.306049,0.22050342,0.21488777,119.04869,0.7478195,0.0052129594,10299438733.jpg
0.09511594,0.1420807,0.43092126,26.689823,0.70590395,0.002163712,102995966.jpg
0.73957413,0.28753754,0.08353618,1157.9457,0.15100479,0.0021865352,10316734944.jpg
0.26002398,0.23686124,0.2713298,214.05115,0.87997955,0.0037955374,10319186405.jpg
0.43637726,0.35648412,0.21825871,14.858158,0.5718938,0.0023227434,10319713194.jpg
0.35211876,0.20344098,0.34646964,1752.623,0.4838406,0.015209566,10325321.jpg
0.527247,0.21566272,0.16625342,3047.2297,0.27375293,0.016260145,10327985614.jpg
0.6106853,0.29633102,0.2568669,2251.4045,0.40556356,0.011743184,10329149264.jpg
0.12968086,0.18564042,0.07733864,1420.5665,0.2142956,0.0025790343,10329235193.jpg
0.47807518,0.14375722,0.24115139,222.3491,0.7368008,0.0076755947,10330831494.jpg
0.57626396,0.23526202,0.33187956,3341.634,0.55951405,0.04234144,10335072144.jpg
0.4409229,0.3551699,0.07831109,1770.8081,0.1930955,0.009076776,10336689775.jpg
0.25413814,0.26293302,0.16259247,6782.471,0.4450737,0.029036682,103400056.jpg
0.1505152,0.11002513,0.3575829,278.24008,0.88131845,0.004571902,10342569703.jpg
0.6873017,0.24207051,0.041540183,154.59642,0.08105481,0.0034636008,10344523015.jpg
0.8152148,0.3024859,0.04870926,18.23016,0.058744803,8.8369845e-08,10344921126.jpg
0.524622,0.30329368,0.027777443,295.26898,0.10222782,0.0025462003,1034624333.jpg
0.49277866,0.25757718,0.34243676,21353.93,0.49001506,0.110761814,10346758803.jpg
0.70937306,0.27021295,0.26302782,2369.7095,0.29136238,0.0143677,10346796664.jpg
0.46575975,0.21132454,0.35250318,2931.9155,0.48606205,0.013469046,10349956885.jpg
0.18313675,0.20892428,0.16768156,398.679,0.83765376,0.002398537,10350497833.jpg
0.3672093,0.26154718,0.22411153,504.20703,0.45538753,0.0045804353,10351189716.jpg
0.20088829,0.16959,0.20790601,723.49646,0.7701919,0.008041634,10353620913.jpg
0.5802565,0.118596144,0.10243045,976.183,0.16301484,0.016324032,10358252894.jpg
0.39175382,0.21810912,0.23119353,6024.4424,0.5724098,0.056807052,10362672006.jpg
0.4659336,0.19636726,0.23324601,686.65686,0.60499346,0.015621314,10366373284.jpg
0.7270426,0.3228757,0.06965388,40.119392,0.111709975,0.002046237,1036840624.jpg
0.11288026,0.1380821,0.31756097,598.45135,0.89630675,0.0062622353,10371125786.jpg
0.4496301,0.3056229,0.16544914,2100.0654,0.48983145,0.013871083,10371211803.jpg
0.47875428,0.35385132,0.102893375,10745.517,0.25039905,0.037796192,10372323314.jpg
0.3537937,0.261514,0.39246103,207.67079,0.62362206,0.004113086,10373546175.jpg
0.49228892,0.20148245,0.25603127,206.75229,0.5369219,0.0074719135,10375167904.jpg
0.30844074,0.20132299,0.42719212,59.962082,0.82953626,0.0040635313,10382843045.jpg
0.72142535,0.13813296,0.06082643,540.27234,0.054650918,0.0022279804,10387390396.jpg
0.13337408,0.1161298,0.14166553,670.87994,0.8317818,0.004554532,10387844376.jpg
0.5532282,0.09217929,0.2686615,184.29514,0.4692747,0.0058707623,10388184626.jpg
0.38630795,0.14185418,0.17940748,127.21727,0.6210341,0.004040954,10395523125.jpg
0.5081031,0.28537104,0.38351572,753.7949,0.75066537,0.012334066,10397166423.jpg
0.48213872,0.17206961,0.25160545,233.5543,0.48744375,0.007850556,10397631976.jpg
0.6049685,0.37477055,0.114606366,3364.7986,0.20713912,0.008416499,10399580503.jpg
0.7196324,0.17424424,0.1701647,446.1961,0.40992692,0.008476524,10403509543.jpg
0.76270455,0.33767286,0.03339913,115.60433,0.04988874,0.0017884952,10407720764.jpg
0.5962248,0.2364645,0.16337484,39.81286,0.30747104,0.0035919691,10408374535.jpg
0.56239754,0.23101567,0.5996604,928.89777,0.72861433,0.012643471,10408474376.jpg
0.26820874,0.17206398,0.39023057,797.59686,0.61084616,0.014818618,10409059825.jpg
0.4263611,0.13332066,0.33950692,586.93805,0.63632375,0.0023856324,10410038143.jpg
0.56735,0.24994689,0.22954252,877.5143,0.41959652,0.0119367335,10412894895.jpg
0.32075766,0.29768372,0.17350462,5074.607,0.44504532,0.030688306,10414716033.jpg
0.20637275,0.06637919,0.21029997,16.581522,0.89724076,0.0016235308,10415628976.jpg
0.2687278,0.08961969,0.27544838,26.248299,0.9882001,0.001825489,10415631353.jpg
0.2766178,0.22419468,0.2879741,1840.069,0.7233356,0.0138860615,104219737.jpg
0.39852262,0.16925001,0.12206216,2066.9219,0.26694834,0.01020173,10422425365.jpg
0.505616,0.32894877,0.118245184,1677.5007,0.24946247,0.024404127,10422776735.jpg
0.32477883,0.2546395,0.11414379,1249.1338,0.32456073,0.006162819,10423472445.jpg
0.34682,0.2625771,0.1573506,5184.4604,0.41230342,0.04732247,10429780626.jpg
0.47615504,0.31713992,0.14260277,5180.077,0.25220147,0.03757244,10430002553.jpg
0.7756481,0.316408,0.1401056,123.25836,0.13235009,0.0024487283,10430335945.jpg
0.07578377,0.09913118,0.26399508,73.488846,0.6505082,0.002183721,10440370734.jpg
0.6676793,0.082372755,0.15654394,34.07521,0.2625146,0.0026664275,10442628686.jpg
0.32872304,0.2016209,0.18871945,851.997,0.342425,0.0053951005,10446770756.jpg
0.35410547,0.2364916,0.3185447,1412.5836,0.5141422,0.012600568,10446810546.jpg
0.59013826,0.142819,0.19503148,917.4066,0.25699604,0.0099948505,10451177016.jpg
0.78866434,0.17242007,0.15592957,845.72406,0.3090787,0.011188815,10453950204.jpg
0.36167493,0.2924394,0.28102648,496.4039,0.8080355,0.0073359287,10458591.jpg
0.28950313,0.058657907,0.15507744,94.73139,0.82642514,0.0055569718,10458703674.jpg
0.43852922,0.22851938,0.23613353,2449.9478,0.24993645,0.029296653,10459022813.jpg
0.63954645,0.07346496,0.10634389,49.0781,0.2752751,0.0019444017,10463545414.jpg
0.60849786,0.3066512,0.35405222,1768.402,0.2982573,0.014195113,10463583515.jpg
0.66210675,0.32923204,0.10151643,1702.1445,0.14014766,0.0044414685,10464940425.jpg
0.41320053,0.27652732,0.3513129,1902.849,0.74462533,0.012579649,10465121613.jpg
0.35949215,0.2589704,0.1640075,4708.823,0.28140935,0.021874143,10465293055.jpg
0.3639375,0.23552895,0.15132365,2198.575,0.55094445,0.030682208,10466350116.jpg
0.0748479,0.095360205,0.099084646,47.97461,0.8901132,0.0023324254,10466453556.jpg
0.6992535,0.12896988,0.3666421,183.95876,0.3996288,0.009677028,10468110795.jpg
0.43396804,0.27716547,0.18849415,3339.9146,0.3886527,0.018879665,10468540574.jpg
0.5193285,0.37260243,0.18832314,1524.1903,0.29684123,0.0072108386,10469774844.jpg
0.3400558,0.19693565,0.13736829,621.5801,0.39938593,0.022433104,10471406506.jpg
0.47699782,0.3283129,0.18120243,4654.6377,0.316022,0.028021095,10474002734.jpg
0.29765865,0.3708533,0.07434,1033.1863,0.34563798,0.007360776,10475435053.jpg
0.8088779,0.12728138,0.12811829,382.81506,0.12900731,0.0027954916,10475658035.jpg
0.04649968,0.12165604,0.18417668,254.5327,0.25065154,0.003954614,10481974434.jpg
0.72433466,0.23974445,0.27545953,1828.933,0.34648743,0.024294946,10486107003.jpg
0.06809422,0.07154244,0.22775155,245.8408,0.68728626,0.0039781313,10490369963.jpg
0.5369219,0.073175006,0.13359705,127.26093,0.37686396,0.0030649314,10491358066.jpg
0.25619802,0.21478651,0.1377956,2649.059,0.45794404,0.026267495,10491423125.jpg
0.15102136,0.20293692,0.015950685,1410.1746,0.13882758,0.008857601,10492897986.jpg
0.19910865,0.10343043,0.43333724,936.1971,0.69370115,0.0038985186,10505275743.jpg
0.06260819,0.070581555,0.26719895,42.825146,0.85880667,0.0025104326,10506082433.jpg
0.63259727,0.23830487,0.34191257,716.03723,0.49258402,0.011551397,10512432565.jpg
0.16615117,0.1957178,0.38440478,448.0779,0.56488484,0.0015717793,10513907744.jpg
0.24132712,0.18680657,0.21183084,4406.9937,0.69555867,0.031456295,10516786036.jpg
0.16486384,0.11431466,0.037346125,98.44422,0.20658997,0.0057313037,10517436165.jpg
0.11435733,0.09933678,0.0546927,107.37212,0.28989023,0.0015646212,10520192995.jpg
0.39015803,0.20091577,0.383279,634.47406,0.5818567,0.008535466,10525460645.jpg
0.39227727,0.28263485,0.23793599,357.56772,0.42373538,0.011477448,10526881085.jpg
0.56645435,0.36705965,0.20323089,569.7953,0.219983,0.0071414737,10530470795.jpg
0.4401623,0.26295727,0.2599355,6904.3594,0.7077467,0.06396535,10532663625.jpg
0.6709078,0.32053953,0.056682605,5920.575,0.14741787,0.021284983,10534454676.jpg
0.13469468,0.14821815,0.38972425,112.66536,0.8581924,0.004016556,10535849673.jpg
0.23233922,0.13889602,0.17222449,223.17914,0.48486283,0.006819001,10536668436.jpg
0.12237101,0.18027443,0.30755138,801.7258,0.79501307,0.0027196938,10538085833.jpg
0.5756511,0.2655424,0.31405318,702.63574,0.45835602,0.003987866,10539008983.jpg
0.58541554,0.3197746,0.28288785,2215.3442,0.30787328,0.011101605,10539142034.jpg
0.5083503,0.29409418,0.3005278,5733.671,0.37199828,0.03404296,10539341593.jpg
0.09437033,0.10415164,0.37203407,67.82978,0.7766822,0.0030332976,10544775715.jpg
0.20136864,0.1364978,0.46685988,232.148,0.8014905,0.0042948737,10544833625.jpg
0.2460206,0.06842049,0.081279725,90.00459,0.2683832,0.006096072,10544945153.jpg
0.20278591,0.20661351,0.19898188,192.03888,0.65826845,0.009710426,10554234623.jpg
0.14111894,0.20640765,0.13998291,5441.1157,0.5268744,0.007912159,10556629035.jpg
0.6655429,0.29667863,0.09836628,223.64813,0.16362257,0.0049774423,10558118243.jpg
0.5055244,0.2359982,0.30790552,264.49246,0.64598405,0.011650426,105620456.jpg
0.787364,0.067431584,0.025419762,175.36769,0.027600098,0.008737347,10567114974.jpg
0.10820862,0.11211303,0.17512164,241.4702,0.75245667,0.003192554,10567188645.jpg
0.4078009,0.2730742,0.14830917,3934.791,0.42337057,0.02958708,10568567754.jpg
0.64634734,0.36305395,0.30182755,2308.1013,0.31474903,0.009144586,10569725133.jpg
0.16719322,0.075386,0.030216536,126.14984,0.15192474,0.005545909,1057328504.jpg
0.08025011,0.12564379,0.10169229,189.40591,0.8320449,0.0024015554,10574233584.jpg
0.3716285,0.1674486,0.21438973,44.33069,0.80993783,0.003226648,10575593285.jpg
0.4699092,0.30639812,0.3188085,1724.102,0.553523,0.01949578,10576676414.jpg
0.14392461,0.18833162,0.20546208,336.3983,0.76539075,0.003506162,10579282866.jpg
0.48988083,0.21771872,0.26820207,121.50049,0.6913568,0.0037126907,1057997640.jpg
0.45857587,0.31541386,0.26512232,421.55542,0.44954482,0.004106635,10581525775.jpg
0.15362833,0.1879218,0.18255565,341.03076,0.8690188,0.0030574626,10582113466.jpg
0.13874945,0.08533715,0.0717039,2418.97,0.45171714,0.015660683,10583786994.jpg
0.37197146,0.35867482,0.15200743,237.71317,0.24455243,0.0016432338,10586872235.jpg
0.12164471,0.082871184,0.07252811,353.69916,0.514739,0.0038056583,10589450596.jpg
0.47426692,0.19936122,0.14667077,110.79908,0.53185517,0.007628107,1059399148.jpg
0.33140808,0.24906455,0.3782125,1916.2155,0.6060156,0.01582503,10597114264.jpg
0.094260424,0.09229212,0.032079466,15.549637,0.1537152,0.002774566,10602786066.jpg
0.36568916,0.31868973,0.111033544,5602.4697,0.2425884,0.01873478,10603218265.jpg
0.45800486,0.3523955,0.09621121,3334.8752,0.23935391,0.020459818,10604417276.jpg
0.26906574,0.3313453,0.2936259,1708.2173,0.6808447,0.0057650083,10605846204.jpg
0.47062108,0.36339447,0.10272689,2236.9421,0.3192319,0.019035328,10609356094.jpg
0.41366747,0.32350323,0.15746707,3503.4375,0.3650893,0.02634641,10614052044.jpg
0.74826175,0.38679892,0.0080564255,261.56458,0.033485502,0.0,10615424764.jpg
0.074380375,0.1679087,0.3362565,40.558273,0.57912827,0.0012351705,10617981003.jpg
0.29449356,0.20285745,0.309223,213.64566,0.6709278,0.0055019357,10619909515.jpg
0.6751788,0.08736569,0.24592835,25.642328,0.5167535,0.001594899,10620203775.jpg
0.36713657,0.28245166,0.15692647,842.0528,0.5610435,0.018783761,10620356404.jpg
0.6268188,0.1142523,0.15407494,113.07794,0.54224014,0.0034967505,1062133952.jpg
0.7114875,0.17520122,0.21310276,137.64435,0.47669598,0.0042189974,10625988224.jpg
0.34635034,0.23869012,0.35955378,428.48947,0.59961414,0.006213085,10628337356.jpg
0.045982014,0.11613042,0.102013946,1752.7743,0.6756555,0.0038181571,10628497685.jpg
0.50298405,0.2785227,0.20685135,4569.341,0.31217915,0.021745397,10628645805.jpg
0.5473693,0.28173697,0.2686974,6252.838,0.43894732,0.036701344,10631219374.jpg
0.15282291,0.120115526,0.24236903,27.188236,0.8030693,0.0040270803,10631630073.jpg
0.43493938,0.24813136,0.32223618,162.48213,0.43714163,0.0077544097,1063351510.jpg
0.14009936,0.1290366,0.27643755,295.75595,0.84221643,0.0037313504,10633933603.jpg
0.4433703,0.2087736,0.14364277,1941.6703,0.3424849,0.033984855,10635160054.jpg
0.55548745,0.3643064,0.054770395,335.5438,0.15399787,0.0075839334,1063722220.jpg
0.284887,0.24389192,0.28687423,2210.661,0.68971467,0.014045171,10642085843.jpg
0.54172343,0.14141154,0.12533139,101.93523,0.31745476,0.0055479473,10644234544.jpg
0.08900819,0.06882181,0.1793074,42.34433,0.7672666,0.0040399157,106456452.jpg
0.46119878,0.11245767,0.26793277,317.68814,0.86777,0.0022251527,10660362264.jpg
0.46157494,0.37245253,0.25348535,156.87158,0.6564197,0.0064966194,10660571735.jpg
0.41626415,0.14532764,0.2285636,215.41174,0.7369864,0.0037985337,10660620125.jpg
0.5491799,0.31774613,0.3470377,1185.2325,0.60571885,0.011634075,106652866.jpg
0.45309344,0.22857851,0.17495556,3716.1775,0.4546172,0.02985858,10665464526.jpg
0.60863066,0.39370975,0.17267245,555.9093,0.2677395,0.0023876454,10676427864.jpg
0.06383442,0.11969559,0.0720272,32.28403,0.49035007,0.0019760602,1067765170.jpg
0.5427887,0.12575388,0.19043088,1071.3965,0.54898405,0.011274755,10678199353.jpg
0.12741166,0.22993973,0.11794123,6165.218,0.66960275,0.002768351,10678350303.jpg
0.044361692,0.06895191,0.12344291,31.189722,0.55691236,0.0016921806,10679134563.jpg
0.12076875,0.16424432,0.21129197,44.087795,0.39569187,0.0006925355,10680153225.jpg
0.6670905,0.10015253,0.15206945,1026.387,0.31202337,0.019492576,10680502673.jpg
0.15022115,0.20269036,0.17666973,70.31541,0.50625926,0.002053423,10680715605.jpg
0.6923499,0.16812503,0.006998102,982.88086,0.0010106904,0.019193355,10680932454.jpg
0.44319144,0.12942065,0.18988432,1303.8,0.43049687,0.027435545,10683218616.jpg
0.20288508,0.2562136,0.04476533,567.19556,0.05233336,0.0052248617,10686332213.jpg
0.5249593,0.1735366,0.26194146,1369.0679,0.3567369,0.015120743,10689376076.jpg
0.56342375,0.14860786,0.19716229,1574.8969,0.35366347,0.013129085,10689538413.jpg
0.53968835,0.2237391,0.31978393,2527.3699,0.5233532,0.027321957,10689722684.jpg
0.26570478,0.28453675,0.1804432,3416.6294,0.5422298,0.022212869,10690294454.jpg
0.58537745,0.25862628,0.30702153,525.4254,0.63657963,0.0073217507,10692654005.jpg
0.29660812,0.23136185,0.17562185,10256.462,0.4197361,0.06878647,10692667386.jpg
0.35553205,0.23606297,0.49997127,923.7967,0.76445335,0.009891833,10692857705.jpg
0.4836521,0.39151016,0.0,5001.568,0.0,0.024569005,10693826785.jpg
0.48181143,0.33983016,0.13298365,2366.1426,0.22759336,0.010417479,10694350076.jpg
0.6833376,0.26150045,0.2685959,194.17204,0.3986204,0.0039548157,10698962263.jpg
0.6778898,0.082405314,0.08775671,217.45033,0.134813,0.001674962,10705911926.jpg
0.62584454,0.17123415,0.32128942,807.3874,0.367592,0.0029545573,10706770686.jpg
0.5666848,0.185212,0.32882133,386.7005,0.5190937,0.0040536574,10713772814.jpg
0.60645807,0.2186724,0.085017845,3546.3945,0.13851446,0.039095968,10714662986.jpg
0.15060617,0.061578218,0.0,193.36977,0.0,0.004824209,10715577856.jpg
0.24092333,0.27252525,0.313146,2901.8523,0.75636226,0.009592285,10721124556.jpg
0.50540817,0.3118501,0.14179237,2099.3782,0.2628205,0.016531844,10723077086.jpg
0.6186591,0.06950998,0.15661386,156.17502,0.40404645,0.002044613,10724461514.jpg
0.46547374,0.292488,0.20377618,26.805243,0.5165774,0.0023650946,10724889206.jpg
